isbn_10,isbn_13,image,thumb,title,authors,languages,genres,number_of_pages,description,publishers,rating,price
1496156528,9781496156525,411bb8GScQL.jpg,411bb8GScQL.jpg,Assuming Names: a con artist's masquerade,Tanya Thompson,English,Fiction,290,"When it was over, there were a lot of questions.The detectives were embarrassed but they still wanted answered, ""How did a 15-year-old runaway successfully pose as a world traveled countess?""The newspapers turned it back on them, practically sneering, ""How did she do it while under investigation by the FBI, DEA, and Interpol?""The Mafia had been demanding the same thing for six months, ""What is your real name?""And the psychologists asked the question they always ask, ""Why?""Its the why of it that will keep a girl in trouble.Assuming Names is the true story of a young con artist. Its the tale of a runaway that assumed the title of countess and then went on to fool the FBI, DEA, and Interpolas well as a number of other celebrities and institutionswith an elaborate tale of world intrigue.",Createspace Independent Pub,4.4,325
